country_code,country,indicator_code,indicator,year,data_value
DNK,Denmark,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,2.0
FIN,Finland,CWB1A,Children (0-17) living with two parents (%),2014,85.9
FIN,Finland,CWB1A,Children (0-17) living with two parents (%),2015,86.7
FIN,Finland,CWB1A,Children (0-17) living with two parents (%),2016,86.4
FIN,Finland,CWB1A,Children (0-17) living with two parents (%),2017,85.7
FIN,Finland,CWB1A,Children (0-17) living with two parents (%),2018,85.0
FIN,Finland,CWB1B,Children (0-17) living with a single parent (%),2014,13.9
FIN,Finland,CWB1B,Children (0-17) living with a single parent (%),2015,13.1
FIN,Finland,CWB1B,Children (0-17) living with a single parent (%),2016,13.2
FIN,Finland,CWB1B,Children (0-17) living with a single parent (%),2017,13.7
FIN,Finland,CWB1B,Children (0-17) living with a single parent (%),2018,14.5
FIN,Finland,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.2
FIN,Finland,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.3
FIN,Finland,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.5
FIN,Finland,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.7
FIN,Finland,CWB1C,Children (0-17) living in 'other' types of household (%),2018,0.5
FIN,Finland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,58.4
FIN,Finland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,60.4
FIN,Finland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,61.1
FIN,Finland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,64.2
FIN,Finland,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,64.9
FIN,Finland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,5.2
FIN,Finland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,5.6
FIN,Finland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,6.7
FIN,Finland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,5.3
FIN,Finland,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,5.8
FIN,Finland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,28631.5
FIN,Finland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,28820.9
FIN,Finland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,28846.6
FIN,Finland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2017,29330.6
FIN,Finland,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.6
FIN,Finland,CWB9,Children (0-17) in overcrowded households (%),2014,8.1
FIN,Finland,CWB9,Children (0-17) in overcrowded households (%),2015,7.4
FIN,Finland,CWB9,Children (0-17) in overcrowded households (%),2016,7.6
FIN,Finland,CWB9,Children (0-17) in overcrowded households (%),2017,7.6
FIN,Finland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,19.3
FIN,Finland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.8
FIN,Finland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,54.4
FIN,Finland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,73.8
FIN,Finland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,73.9
FIN,Finland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,79.0
FIN,Finland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,79.5
FIN,Finland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,92.7
FIN,Finland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,71.5
FIN,Finland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,60.6
FIN,Finland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,48.6
FIN,Finland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,27.1
FIN,Finland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,80.3
FIN,Finland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,12.3
FIN,Finland,CWB35A,Reading performance at age 15 (PISA),2015,526.4
FIN,Finland,CWB35B,Mathematics performance at age 15 (PISA),2015,511.1
FIN,Finland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,59.8
FIN,Finland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,75.0
FIN,Finland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,44.4
FIN,Finland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,6.6
FIN,Finland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,161.0
FIN,Finland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,161.0
FIN,Finland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,161.0
FIN,Finland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,161.0
FIN,Finland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,161.0
FIN,Finland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,9.0
FIN,Finland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,9.0
FIN,Finland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,9.0
FIN,Finland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,9.0
FIN,Finland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,9.0
FRA,France,CWB1A,Children (0-17) living with two parents (%),2014,77.8
FRA,France,CWB1A,Children (0-17) living with two parents (%),2015,77.1
FRA,France,CWB1A,Children (0-17) living with two parents (%),2016,76.6
FRA,France,CWB1A,Children (0-17) living with two parents (%),2017,77.1
FRA,France,CWB1B,Children (0-17) living with a single parent (%),2014,21.7
FRA,France,CWB1B,Children (0-17) living with a single parent (%),2015,22.3
FRA,France,CWB1B,Children (0-17) living with a single parent (%),2016,22.8
FRA,France,CWB1B,Children (0-17) living with a single parent (%),2017,22.5
FRA,France,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.5
FRA,France,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.5
FRA,France,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.7
FRA,France,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.5
FRA,France,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,61.1
FRA,France,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,60.4
FRA,France,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,60.7
FRA,France,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,62.0
FRA,France,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,62.5
FRA,France,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,12.0
FRA,France,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,12.2
FRA,France,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,12.8
FRA,France,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,12.1
FRA,France,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,12.1
FRA,France,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,26112.8
FRA,France,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,26412.6
FRA,France,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,26616.1
FRA,France,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,93.9
FRA,France,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,73.1
FRA,France,CWB9,Children (0-17) in overcrowded households (%),2014,10.3
FRA,France,CWB9,Children (0-17) in overcrowded households (%),2015,11.5
FRA,France,CWB9,Children (0-17) in overcrowded households (%),2016,11.7
FRA,France,CWB9,Children (0-17) in overcrowded households (%),2017,11.8
FRA,France,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,23.5
FRA,France,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,8.8
FRA,France,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,37.0
FRA,France,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,99.3
FRA,France,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,100.0
FRA,France,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,100.0
FRA,France,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,100.0
FRA,France,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,93.1
FRA,France,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,79.1
FRA,France,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,85.2
FRA,France,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,47.2
FRA,France,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,32.0
FRA,France,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,40.9
FRA,France,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,23.2
FRA,France,CWB35A,Reading performance at age 15 (PISA),2015,499.3
FRA,France,CWB35B,Mathematics performance at age 15 (PISA),2015,492.9
FRA,France,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,52.8
FRA,France,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,69.5
FRA,France,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,36.6
FRA,France,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,7.4
FRA,France,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,42.0
FRA,France,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,42.0
FRA,France,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,42.0
FRA,France,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,42.0
FRA,France,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,42.0
FRA,France,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,28.0
FRA,France,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,28.0
FRA,France,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,28.0
FRA,France,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,28.0
FRA,France,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,28.0
DEU,Germany,CWB1A,Children (0-17) living with two parents (%),2014,83.1
DEU,Germany,CWB1A,Children (0-17) living with two parents (%),2015,82.8
DEU,Germany,CWB1A,Children (0-17) living with two parents (%),2016,82.9
DEU,Germany,CWB1A,Children (0-17) living with two parents (%),2017,83.5
DEU,Germany,CWB1A,Children (0-17) living with two parents (%),2018,83.9
DEU,Germany,CWB1B,Children (0-17) living with a single parent (%),2014,15.6
DEU,Germany,CWB1B,Children (0-17) living with a single parent (%),2015,16.0
DEU,Germany,CWB1B,Children (0-17) living with a single parent (%),2016,16.0
DEU,Germany,CWB1B,Children (0-17) living with a single parent (%),2017,15.8
DEU,Germany,CWB1B,Children (0-17) living with a single parent (%),2018,14.9
DEU,Germany,CWB1C,Children (0-17) living in 'other' types of household (%),2014,1.3
DEU,Germany,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.3
DEU,Germany,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.2
DEU,Germany,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.7
DEU,Germany,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.2
DEU,Germany,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,63.2
DEU,Germany,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,63.4
DEU,Germany,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,63.5
DEU,Germany,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,64.3
DEU,Germany,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,64.9
DEU,Germany,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,9.3
DEU,Germany,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,9.4
DEU,Germany,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,9.9
DEU,Germany,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,9.9
DEU,Germany,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,9.6
DEU,Germany,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,27037.9
DEU,Germany,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,27467.5
DEU,Germany,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,28085.7
DEU,Germany,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.4
DEU,Germany,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,93.1
DEU,Germany,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,30.0
